timestamp,HR,EDA
2020-07-07 20:18:06,73.68,0.21338000000000001
2020-07-07 20:18:07,73.71,0.20344825
2020-07-07 20:18:08,73.74,0.2005645
2020-07-07 20:18:09,73.79,0.21434125
2020-07-07 20:18:10,73.82,0.2037685
2020-07-07 20:18:11,73.91,0.19607924999999998
2020-07-07 20:18:12,74.02,0.20601124999999998
2020-07-07 20:18:13,74.11,0.2185065
2020-07-07 20:18:14,74.21,0.21978799999999998
2020-07-07 20:18:15,74.37,0.200244
2020-07-07 20:18:16,74.48,0.1947975
2020-07-07 20:18:17,74.55,0.18871025
2020-07-07 20:18:18,74.63,0.18999175000000001
2020-07-07 20:18:19,74.66,0.19704025
2020-07-07 20:18:20,74.69,0.24830275
2020-07-07 20:18:21,74.73,0.22587525
2020-07-07 20:18:22,74.77,0.19351625
2020-07-07 20:18:23,74.79,0.1864675
2020-07-07 20:18:24,74.83,0.198642
2020-07-07 20:18:25,74.85,0.20889475
2020-07-07 20:18:26,74.87,0.2076135
2020-07-07 20:18:27,74.62,0.2053705
2020-07-07 20:18:28,75.1,0.210176
2020-07-07 20:18:29,75.62,0.20889449999999998
2020-07-07 20:18:30,75.7,0.19511774999999998
2020-07-07 20:18:31,76.1,0.19159375
2020-07-07 20:18:32,76.63,0.191273
2020-07-07 20:18:33,76.78,0.1909525
2020-07-07 20:18:34,76.85,0.189351
2020-07-07 20:18:35,77.02,0.19063225
2020-07-07 20:18:36,77.2,0.191273
2020-07-07 20:18:37,77.37,0.189351
2020-07-07 20:18:38,77.53,0.18102075
2020-07-07 20:18:39,77.62,0.17845775
2020-07-07 20:18:40,77.77,0.1842245
2020-07-07 20:18:41,77.9,0.16948675000000002
2020-07-07 20:18:42,77.98,0.16436
2020-07-07 20:18:43,78.08,0.16403975
2020-07-07 20:18:44,78.12,0.1595545
2020-07-07 20:18:45,78.17,0.1595545
2020-07-07 20:18:46,78.1,0.16115625
2020-07-07 20:18:47,78.07,0.16115625
2020-07-07 20:18:48,78.07,0.160836
2020-07-07 20:18:49,78.07,0.1611565
2020-07-07 20:18:50,78.05,0.1605155
2020-07-07 20:18:51,78.12,0.16211775
2020-07-07 20:18:52,78.13,0.165642
2020-07-07 20:18:53,78.15,0.16596225
2020-07-07 20:18:54,78.15,0.158914
2020-07-07 20:18:55,78.08,0.15474875
2020-07-07 20:18:56,78.05,0.15635075
2020-07-07 20:18:57,78.1,0.156671
2020-07-07 20:18:58,78.02,0.15731175
2020-07-07 20:18:59,77.93,0.15731175
2020-07-07 20:19:00,77.97,0.16275825
2020-07-07 20:19:01,78.0,0.16436024999999999
2020-07-07 20:19:02,78.08,0.163079
2020-07-07 20:19:03,78.32,0.156671
2020-07-07 20:19:04,78.57,0.15667124999999998
2020-07-07 20:19:05,78.83,0.15571
2020-07-07 20:19:06,79.03,0.15763225
2020-07-07 20:19:07,79.2,0.158273
2020-07-07 20:19:08,79.37,0.15859325000000002
2020-07-07 20:19:09,79.52,0.154108
2020-07-07 20:19:10,79.72,0.16371975
2020-07-07 20:19:11,79.87,0.16436024999999999
2020-07-07 20:19:12,80.0,0.1611565
2020-07-07 20:19:13,80.15,0.16275825
2020-07-07 20:19:14,80.32,0.166603
2020-07-07 20:19:15,80.43,0.16179700000000002
2020-07-07 20:19:16,80.53,0.15731175
2020-07-07 20:19:17,80.73,0.15506925
2020-07-07 20:19:18,80.9,0.15538975
2020-07-07 20:19:19,81.1,0.154749
2020-07-07 20:19:20,81.28,0.15538975
2020-07-07 20:19:21,81.3,0.15410800000000002
2020-07-07 20:19:22,81.32,0.15186525
2020-07-07 20:19:23,81.33,0.15250625
2020-07-07 20:19:24,81.28,0.15122425
2020-07-07 20:19:25,81.27,0.154108
2020-07-07 20:19:26,81.27,0.159234
2020-07-07 20:19:27,81.25,0.1544285
2020-07-07 20:19:28,81.33,0.15058349999999998
2020-07-07 20:19:29,81.43,0.15250575
2020-07-07 20:19:30,81.35,0.1521855
2020-07-07 20:19:31,81.28,0.16500125
2020-07-07 20:19:32,81.22,0.1685255
2020-07-07 20:19:33,81.33,0.1701275
2020-07-07 20:19:34,81.45,0.168846
2020-07-07 20:19:35,81.52,0.1701275
2020-07-07 20:19:36,81.55,0.16115625
2020-07-07 20:19:37,81.6,0.160836
2020-07-07 20:19:38,81.62,0.15891375000000002
2020-07-07 20:19:39,81.75,0.16147675
2020-07-07 20:19:40,81.78,0.1585935
2020-07-07 20:19:41,81.85,0.158273
2020-07-07 20:19:42,81.93,0.159875
2020-07-07 20:19:43,82.07,0.15058375000000002
2020-07-07 20:19:44,82.25,0.1477
2020-07-07 20:19:45,82.45,0.1477
2020-07-07 20:19:46,82.8,0.1432145
2020-07-07 20:19:47,83.13,0.14161274999999998
2020-07-07 20:19:48,83.43,0.14225325
2020-07-07 20:19:49,83.73,0.1409715
2020-07-07 20:19:50,84.03,0.155069
2020-07-07 20:19:51,84.33,0.16884575000000002
2020-07-07 20:19:52,84.67,0.165001
2020-07-07 20:19:53,85.0,0.168846
2020-07-07 20:19:54,85.33,0.16916625000000002
2020-07-07 20:19:55,85.77,0.16660325
2020-07-07 20:19:56,86.17,0.16596275
2020-07-07 20:19:57,86.53,0.165642
2020-07-07 20:19:58,86.82,0.1585935
2020-07-07 20:19:59,87.15,0.16051575
2020-07-07 20:20:00,87.5,0.16660350000000002
2020-07-07 20:20:01,87.85,0.1685255
2020-07-07 20:20:02,88.18,0.16692375
2020-07-07 20:20:03,88.53,0.165642
2020-07-07 20:20:04,88.83,0.16788475
2020-07-07 20:20:05,89.13,0.166603
2020-07-07 20:20:06,89.43,0.1605155
2020-07-07 20:20:07,89.67,0.1659625
2020-07-07 20:20:08,89.93,0.167885
2020-07-07 20:20:09,90.18,0.16884575000000002
2020-07-07 20:20:10,90.42,0.16948675
2020-07-07 20:20:11,90.68,0.16820525
2020-07-07 20:20:12,90.88,0.16404025
2020-07-07 20:20:13,91.1,0.1669235
2020-07-07 20:20:14,91.25,0.16692375
2020-07-07 20:20:15,91.32,0.16756425
2020-07-07 20:20:16,91.43,0.167244
2020-07-07 20:20:17,91.5,0.16692375
2020-07-07 20:20:18,91.6,0.16724425
2020-07-07 20:20:19,91.72,0.16371975
2020-07-07 20:20:20,91.78,0.16371975
2020-07-07 20:20:21,92.0,0.1569915
2020-07-07 20:20:22,92.22,0.15474875000000002
2020-07-07 20:20:23,92.45,0.15635074999999998
2020-07-07 20:20:24,92.77,0.156351
2020-07-07 20:20:25,92.98,0.15410825
2020-07-07 20:20:26,93.2,0.15571000000000002
2020-07-07 20:20:27,93.13,0.1569915
2020-07-07 20:20:28,93.02,0.15314650000000002
2020-07-07 20:20:29,92.85,0.152506
2020-07-07 20:20:30,92.72,0.15506925
2020-07-07 20:20:31,92.53,0.155069
2020-07-07 20:20:32,92.33,0.15699125
2020-07-07 20:20:33,92.03,0.15570975
2020-07-07 20:20:34,91.72,0.153147
2020-07-07 20:20:35,91.37,0.15154499999999999
2020-07-07 20:20:36,91.03,0.1480205
2020-07-07 20:20:37,90.68,0.145137
2020-07-07 20:20:38,90.42,0.14737975
2020-07-07 20:20:39,90.08,0.15186525
2020-07-07 20:20:40,89.77,0.152506
2020-07-07 20:20:41,89.45,0.15090425
2020-07-07 20:20:42,89.13,0.15154499999999999
2020-07-07 20:20:43,88.82,0.15218575
2020-07-07 20:20:44,88.48,0.14962275
2020-07-07 20:20:45,88.13,0.1544285
2020-07-07 20:20:46,87.75,0.15506925
2020-07-07 20:20:47,87.37,0.153147
2020-07-07 20:20:48,87.02,0.15571000000000002
2020-07-07 20:20:49,86.67,0.15603025
2020-07-07 20:20:50,86.3,0.15378775
2020-07-07 20:20:51,85.93,0.15571000000000002
2020-07-07 20:20:52,85.57,0.15699125
2020-07-07 20:20:53,85.22,0.15571000000000002
2020-07-07 20:20:54,84.88,0.15282625
2020-07-07 20:20:55,84.52,0.15506925
2020-07-07 20:20:56,84.18,0.15154499999999999
2020-07-07 20:20:57,83.85,0.15442825
2020-07-07 20:20:58,83.57,0.15731175
2020-07-07 20:20:59,83.27,0.15699174999999999
2020-07-07 20:21:00,82.9,0.15795275
2020-07-07 20:21:01,82.55,0.16115625
2020-07-07 20:21:02,81.9,0.15731175
2020-07-07 20:21:03,81.22,0.15538975
2020-07-07 20:21:04,80.55,0.157312
2020-07-07 20:21:05,79.88,0.1579525
2020-07-07 20:21:06,79.22,0.1585935
2020-07-07 20:21:07,78.58,0.16019525
2020-07-07 20:21:08,77.95,0.1595545
2020-07-07 20:21:09,77.37,0.1579525
2020-07-07 20:21:10,76.7,0.1595545
2020-07-07 20:21:11,76.0,0.160195
2020-07-07 20:21:12,75.37,0.158914
2020-07-07 20:21:13,74.73,0.16147675
2020-07-07 20:21:14,74.15,0.16115625
2020-07-07 20:21:15,73.65,0.1595545
2020-07-07 20:21:16,73.15,0.16211725000000002
2020-07-07 20:21:17,72.53,0.16115625
2020-07-07 20:21:18,71.97,0.1605155
2020-07-07 20:21:19,71.55,0.1611565
2020-07-07 20:21:20,71.2,0.1605155
2020-07-07 20:21:21,70.85,0.1605155
2020-07-07 20:21:22,70.52,0.16211725000000002
2020-07-07 20:21:23,70.18,0.16147675
2020-07-07 20:21:24,69.82,0.16083575
2020-07-07 20:21:25,69.55,0.16147650000000002
2020-07-07 20:21:26,69.25,0.160836
2020-07-07 20:21:27,69.18,0.16051575
2020-07-07 20:21:28,69.08,0.15923400000000001
2020-07-07 20:21:29,68.98,0.16147675
2020-07-07 20:21:30,68.87,0.159875
2020-07-07 20:21:31,68.78,0.1807005
2020-07-07 20:21:32,68.67,0.18198175
2020-07-07 20:21:33,68.72,0.17493324999999998
2020-07-07 20:21:34,68.8,0.167244
2020-07-07 20:21:35,68.9,0.167244
2020-07-07 20:21:36,68.88,0.16660325
2020-07-07 20:21:37,68.88,0.16756425
2020-07-07 20:21:38,68.85,0.16596275
2020-07-07 20:21:39,68.82,0.16628275
2020-07-07 20:21:40,68.78,0.168205
2020-07-07 20:21:41,68.75,0.16628300000000001
2020-07-07 20:21:42,68.72,0.16532175
2020-07-07 20:21:43,68.65,0.16692375
2020-07-07 20:21:44,68.6,0.16500125
2020-07-07 20:21:45,68.57,0.1643605
2020-07-07 20:21:46,68.55,0.165001
2020-07-07 20:21:47,68.53,0.16468075
2020-07-07 20:21:48,68.5,0.16371975
2020-07-07 20:21:49,68.47,0.16371925
2020-07-07 20:21:50,68.45,0.16404025
2020-07-07 20:21:51,68.45,0.16404000000000002
2020-07-07 20:21:52,68.45,0.16339900000000002
2020-07-07 20:21:53,68.42,0.16339925
2020-07-07 20:21:54,68.33,0.16307875
2020-07-07 20:21:55,68.23,0.16660325
2020-07-07 20:21:56,68.05,0.16211775
2020-07-07 20:21:57,67.83,0.16371975
2020-07-07 20:21:58,67.68,0.1675645
2020-07-07 20:21:59,67.48,0.16211750000000003
2020-07-07 20:22:00,67.32,0.1621175
2020-07-07 20:22:01,67.13,0.16179700000000002
2020-07-07 20:22:02,67.22,0.159875
2020-07-07 20:22:03,67.3,0.16147675
2020-07-07 20:22:04,67.37,0.16147650000000002
2020-07-07 20:22:05,67.42,0.160836
2020-07-07 20:22:06,67.52,0.160836
2020-07-07 20:22:07,67.62,0.16179700000000002
2020-07-07 20:22:08,67.63,0.16115625
2020-07-07 20:22:09,67.63,0.16083575
2020-07-07 20:22:10,67.7,0.16019525
2020-07-07 20:22:11,67.68,0.16147675
2020-07-07 20:22:12,67.67,0.158914
2020-07-07 20:22:13,67.67,0.160836
2020-07-07 20:22:14,67.6,0.16147675
2020-07-07 20:22:15,67.55,0.15923425
2020-07-07 20:22:16,67.5,0.160836
2020-07-07 20:22:17,67.7,0.160195
2020-07-07 20:22:18,67.8,0.1579525
2020-07-07 20:22:19,67.82,0.15827275
2020-07-07 20:22:20,67.82,0.1595545
2020-07-07 20:22:21,67.8,0.1595545
2020-07-07 20:22:22,67.72,0.15859325
2020-07-07 20:22:23,67.85,0.15827275000000002
2020-07-07 20:22:24,67.95,0.1595545
2020-07-07 20:22:25,68.02,0.159234
2020-07-07 20:22:26,68.1,0.157632
2020-07-07 20:22:27,68.17,0.158273
2020-07-07 20:22:28,68.25,0.158273
2020-07-07 20:22:29,68.28,0.157312
2020-07-07 20:22:30,68.33,0.15795275
2020-07-07 20:22:31,68.35,0.15891375
2020-07-07 20:22:32,68.4,0.1579525
2020-07-07 20:22:33,68.32,0.158273
2020-07-07 20:22:34,68.22,0.158273
2020-07-07 20:22:35,68.12,0.16051575
2020-07-07 20:22:36,68.15,0.1637195
2020-07-07 20:22:37,68.2,0.1595545
2020-07-07 20:22:38,68.25,0.159875
